x,y,a,b,c,d,e,f,g,h,Bisymmetric factors
25,52,10,1,1,10,2,5,5,2,True
25,53,1,5,5,1,10,3,3,10,True
25,53,3,10,10,3,5,1,1,5,True
25,53,5,1,1,5,3,10,10,3,True
25,53,10,3,3,10,1,5,5,1,True
25,59,1,3,3,1,19,2,2,19,True
25,59,2,19,19,2,3,1,1,3,True
25,59,3,1,1,3,2,19,19,2,True
25,59,19,2,2,19,1,3,3,1,True
25,67,1,3,3,1,22,1,1,22,True
25,67,1,22,22,1,3,1,1,3,True
25,67,3,1,1,3,1,22,22,1,True
25,67,22,1,1,22,1,3,3,1,True
25,74,1,8,8,1,9,2,2,9,True
25,74,2,9,9,2,8,1,1,8,True
25,74,8,1,1,8,2,9,9,2,True
25,74,9,2,2,9,1,8,8,1,True
25,77,1,5,5,1,15,2,2,15,True
25,77,2,15,15,2,5,1,1,5,True
25,77,5,1,1,5,2,15,15,2,True
25,77,15,2,2,15,1,5,5,1,True
25,79,1,7,7,1,11,2,2,11,True
25,79,2,11,11,2,7,1,1,7,True
25,79,7,1,1,7,2,11,11,2,True
25,79,11,2,2,11,1,7,7,1,True
25,101,1,5,5,1,20,1,1,20,True
25,101,1,20,20,1,5,1,1,5,True
25,101,5,1,1,5,1,20,20,1,True
25,101,20,1,1,20,1,5,5,1,True
25,127,1,7,7,1,18,1,1,18,True
25,127,1,18,18,1,7,1,1,7,True
25,127,7,1,1,7,1,18,18,1,True
25,127,18,1,1,18,1,7,7,1,True
25,137,1,8,8,1,17,1,1,17,True
25,137,1,17,17,1,8,1,1,8,True
25,137,8,1,1,8,1,17,17,1,True
25,137,17,1,1,17,1,8,8,1,True
25,151,1,10,10,1,15,1,1,15,True
25,151,1,15,15,1,10,1,1,10,True
25,151,10,1,1,10,1,15,15,1,True
25,151,15,1,1,15,1,10,10,1,True
25,157,1,12,12,1,13,1,1,13,True
25,157,1,13,13,1,12,1,1,12,True
25,157,12,1,1,12,1,13,13,1,True
25,157,13,1,1,13,1,12,12,1,True
26,29,1,4,4,1,6,5,5,6,True
26,29,2,3,3,2,7,4,4,7,True
26,29,3,2,2,3,4,7,7,4,True
26,29,4,1,1,4,5,6,6,5,True
26,29,4,7,7,4,3,2,2,3,True
26,29,5,6,6,5,4,1,1,4,True
26,29,6,5,5,6,1,4,4,1,True
26,29,7,4,4,7,2,3,3,2,True
26,31,1,2,2,1,12,7,7,12,True
26,31,2,1,1,2,7,12,12,7,True
26,31,7,12,12,7,2,1,1,2,True
26,31,12,7,7,12,1,2,2,1,True
26,37,1,2,2,1,16,5,5,16,True
26,37,2,1,1,2,5,16,16,5,True
26,37,5,16,16,5,2,1,1,2,True
26,37,16,5,5,16,1,2,2,1,True
26,43,1,2,2,1,20,3,3,20,True
26,43,2,1,1,2,3,20,20,3,True
26,43,3,20,20,3,2,1,1,2,True
26,43,20,3,3,20,1,2,2,1,True
26,49,1,2,2,1,24,1,1,24,True
26,49,1,24,24,1,2,1,1,2,True
26,49,2,1,1,2,1,24,24,1,True
26,49,24,1,1,24,1,2,2,1,True
26,51,1,6,6,1,8,3,3,8,True
26,51,3,8,8,3,6,1,1,6,True
26,51,6,1,1,6,3,8,8,3,True
26,51,8,3,3,8,1,6,6,1,True
26,59,1,4,4,1,14,3,3,14,True
26,59,3,14,14,3,4,1,1,4,True
26,59,4,1,1,4,3,14,14,3,True
26,59,14,3,3,14,1,4,4,1,True
26,89,1,4,4,1,22,1,1,22,True
26,89,1,22,22,1,4,1,1,4,True
26,89,4,1,1,4,1,22,22,1,True
26,89,22,1,1,22,1,4,4,1,True
26,121,1,6,6,1,20,1,1,20,True
26,121,1,20,20,1,6,1,1,6,True
26,121,6,1,1,6,1,20,20,1,True
26,121,20,1,1,20,1,6,6,1,True
26,145,1,8,8,1,18,1,1,18,True
26,145,1,18,18,1,8,1,1,8,True
26,145,8,1,1,8,1,18,18,1,True
26,145,18,1,1,18,1,8,8,1,True
26,161,1,10,10,1,16,1,1,16,True
26,161,1,16,16,1,10,1,1,10,True
26,161,10,1,1,10,1,16,16,1,True
26,161,16,1,1,16,1,10,10,1,True
27,28,2,3,3,2,6,5,5,6,True
27,28,3,2,2,3,5,6,6,5,True
27,28,5,6,6,5,3,2,2,3,True
27,28,6,5,5,6,2,3,3,2,True
27,29,3,4,4,3,5,3,3,5,True
27,29,3,5,5,3,4,3,3,4,True
27,29,4,3,3,4,3,5,5,3,True
27,29,5,3,3,5,3,4,4,3,True
27,38,1,12,12,1,3,2,2,3,True
27,38,2,3,3,2,12,1,1,12,True
27,38,3,2,2,3,1,12,12,1,True
27,38,12,1,1,12,2,3,3,2,True
27,41,1,3,3,1,12,5,5,12,True
27,41,3,1,1,3,5,12,12,5,True
27,41,5,12,12,5,3,1,1,3,True
27,41,12,5,5,12,1,3,3,1,True
27,49,1,3,3,1,15,4,4,15,True
27,49,3,1,1,3,4,15,15,4,True
27,49,4,15,15,4,3,1,1,3,True
27,49,15,4,4,15,1,3,3,1,True
27,65,1,3,3,1,21,2,2,21,True
27,65,2,21,21,2,3,1,1,3,True
27,65,3,1,1,3,2,21,21,2,True
27,65,21,2,2,21,1,3,3,1,True
27,73,1,3,3,1,24,1,1,24,True
27,73,1,24,24,1,3,1,1,3,True
27,73,3,1,1,3,1,24,24,1,True
27,73,24,1,1,24,1,3,3,1,True
27,83,1,9,9,1,9,2,2,9,True
27,83,2,9,9,2,9,1,1,9,True
27,83,9,1,1,9,2,9,9,2,True
27,83,9,2,2,9,1,9,9,1,True
27,92,1,6,6,1,15,2,2,15,True
27,92,2,15,15,2,6,1,1,6,True
27,92,6,1,1,6,2,15,15,2,True
27,92,15,2,2,15,1,6,6,1,True
27,127,1,6,6,1,21,1,1,21,True
27,127,1,21,21,1,6,1,1,6,True
27,127,6,1,1,6,1,21,21,1,True
27,127,21,1,1,21,1,6,6,1,True
27,163,1,9,9,1,18,1,1,18,True
27,163,1,18,18,1,9,1,1,9,True
27,163,9,1,1,9,1,18,18,1,True
27,163,18,1,1,18,1,9,9,1,True
27,181,1,12,12,1,15,1,1,15,True
27,181,1,15,15,1,12,1,1,12,True
27,181,12,1,1,12,1,15,15,1,True
27,181,15,1,1,15,1,12,12,1,True
28,29,1,2,2,1,10,9,9,10,True
28,29,2,1,1,2,9,10,10,9,True
28,29,9,10,10,9,2,1,1,2,True
28,29,10,9,9,10,1,2,2,1,True
28,37,1,4,4,1,8,5,5,8,True
28,37,2,3,3,2,11,2,2,11,True
28,37,2,11,11,2,3,2,2,3,True
28,37,3,2,2,3,2,11,11,2,True
28,37,4,1,1,4,5,8,8,5,True
28,37,5,8,8,5,4,1,1,4,True
28,37,8,5,5,8,1,4,4,1,True
28,37,11,2,2,11,2,3,3,2,True
28,41,1,2,2,1,18,5,5,18,True
28,41,2,1,1,2,5,18,18,5,True
28,41,5,18,18,5,2,1,1,2,True
28,41,18,5,5,18,1,2,2,1,True
28,47,1,2,2,1,22,3,3,22,True
28,47,2,1,1,2,3,22,22,3,True
28,47,3,22,22,3,2,1,1,2,True
28,47,22,3,3,22,1,2,2,1,True
28,53,1,2,2,1,26,1,1,26,True
28,53,1,26,26,1,2,1,1,2,True
28,53,2,1,1,2,1,26,26,1,True
28,53,2,7,7,2,7,2,2,7,True
28,53,7,2,2,7,2,7,7,2,True
28,53,26,1,1,26,1,2,2,1,True
28,67,1,4,4,1,16,3,3,16,True
28,67,3,16,16,3,4,1,1,4,True
28,67,4,1,1,4,3,16,16,3,True
28,67,16,3,3,16,1,4,4,1,True
28,97,1,4,4,1,24,1,1,24,True
28,97,1,24,24,1,4,1,1,4,True
28,97,4,1,1,4,1,24,24,1,True
28,97,24,1,1,24,1,4,4,1,True
28,181,1,10,10,1,18,1,1,18,True
28,181,1,18,18,1,10,1,1,10,True
28,181,10,1,1,10,1,18,18,1,True
28,181,18,1,1,18,1,10,10,1,True
28,193,1,12,12,1,16,1,1,16,True
28,193,1,16,16,1,12,1,1,12,True
28,193,12,1,1,12,1,16,16,1,True
28,193,16,1,1,16,1,12,12,1,True
28,197,1,14,14,1,14,1,1,14,True
28,197,14,1,1,14,1,14,14,1,True
29,31,1,2,2,1,11,9,9,11,True
29,31,1,3,3,1,8,7,7,8,True
29,31,2,1,1,2,9,11,11,9,True
29,31,2,3,3,2,7,5,5,7,True
29,31,3,1,1,3,7,8,8,7,True
29,31,3,2,2,3,5,7,7,5,True
29,31,5,7,7,5,3,2,2,3,True
29,31,7,5,5,7,2,3,3,2,True
29,31,7,8,8,7,3,1,1,3,True
29,31,8,7,7,8,1,3,3,1,True
29,31,9,11,11,9,2,1,1,2,True
29,31,11,9,9,11,1,2,2,1,True
29,34,1,2,2,1,13,8,8,13,True
29,34,1,6,6,1,5,4,4,5,True
29,34,2,1,1,2,8,13,13,8,True
29,34,2,7,7,2,4,3,3,4,True
29,34,3,4,4,3,7,2,2,7,True
29,34,4,3,3,4,2,7,7,2,True
29,34,4,5,5,4,6,1,1,6,True
29,34,5,4,4,5,1,6,6,1,True
29,34,6,1,1,6,4,5,5,4,True
29,34,7,2,2,7,3,4,4,3,True
29,34,8,13,13,8,2,1,1,2,True
29,34,13,8,8,13,1,2,2,1,True
29,36,2,3,3,2,10,3,3,10,True
29,36,3,2,2,3,3,10,10,3,True
29,36,3,10,10,3,3,2,2,3,True
29,36,10,3,3,10,2,3,3,2,True
29,37,1,2,2,1,15,7,7,15,True
29,37,2,1,1,2,7,15,15,7,True
29,37,7,15,15,7,2,1,1,2,True
29,37,15,7,7,15,1,2,2,1,True
29,39,1,3,3,1,11,6,6,11,True
29,39,3,1,1,3,6,11,11,6,True
29,39,6,11,11,6,3,1,1,3,True
29,39,11,6,6,11,1,3,3,1,True
29,40,1,2,2,1,17,6,6,17,True
29,40,2,1,1,2,6,17,17,6,True
29,40,6,17,17,6,2,1,1,2,True
29,40,17,6,6,17,1,2,2,1,True
29,41,1,4,4,1,9,5,5,9,True
29,41,1,13,13,1,3,2,2,3,True
29,41,2,3,3,2,13,1,1,13,True
29,41,2,5,5,2,7,3,3,7,True
29,41,3,2,2,3,1,13,13,1,True
29,41,3,7,7,3,5,2,2,5,True
29,41,4,1,1,4,5,9,9,5,True
29,41,5,2,2,5,3,7,7,3,True
29,41,5,9,9,5,4,1,1,4,True
29,41,7,3,3,7,2,5,5,2,True
29,41,9,5,5,9,1,4,4,1,True
29,41,13,1,1,13,2,3,3,2,True
29,43,1,2,2,1,19,5,5,19,True
29,43,1,8,8,1,5,3,3,5,True
29,43,2,1,1,2,5,19,19,5,True
29,43,3,5,5,3,8,1,1,8,True
29,43,5,3,3,5,1,8,8,1,True
29,43,5,19,19,5,2,1,1,2,True
29,43,8,1,1,8,3,5,5,3,True
29,43,19,5,5,19,1,2,2,1,True
29,46,1,2,2,1,21,4,4,21,True
29,46,2,1,1,2,4,21,21,4,True
29,46,4,21,21,4,2,1,1,2,True
29,46,21,4,4,21,1,2,2,1,True
29,47,1,3,3,1,14,5,5,14,True
29,47,3,1,1,3,5,14,14,5,True
29,47,5,14,14,5,3,1,1,3,True
29,47,14,5,5,14,1,3,3,1,True
29,49,1,2,2,1,23,3,3,23,True
29,49,1,5,5,1,9,4,4,9,True
29,49,2,1,1,2,3,23,23,3,True
29,49,3,23,23,3,2,1,1,2,True
29,49,4,9,9,4,5,1,1,5,True
29,49,5,1,1,5,4,9,9,4,True
29,49,9,4,4,9,1,5,5,1,True
29,49,23,3,3,23,1,2,2,1,True
29,52,1,2,2,1,25,2,2,25,True
29,52,2,1,1,2,2,25,25,2,True
29,52,2,25,25,2,2,1,1,2,True
29,52,25,2,2,25,1,2,2,1,True
29,55,1,2,2,1,27,1,1,27,True
29,55,1,3,3,1,17,4,4,17,True
29,55,1,27,27,1,2,1,1,2,True
29,55,2,1,1,2,1,27,27,1,True
29,55,3,1,1,3,4,17,17,4,True
29,55,4,17,17,4,3,1,1,3,True
29,55,17,4,4,17,1,3,3,1,True
29,55,27,1,1,27,1,2,2,1,True
29,56,1,4,4,1,13,4,4,13,True
29,56,4,1,1,4,4,13,13,4,True
29,56,4,13,13,4,4,1,1,4,True
29,56,13,4,4,13,1,4,4,1,True
29,59,1,7,7,1,8,3,3,8,True
29,59,3,8,8,3,7,1,1,7,True
29,59,7,1,1,7,3,8,8,3,True
29,59,8,3,3,8,1,7,7,1,True
29,62,1,12,12,1,5,2,2,5,True
29,62,2,5,5,2,12,1,1,12,True
29,62,5,2,2,5,1,12,12,1,True
29,62,12,1,1,12,2,5,5,2,True
29,63,1,3,3,1,20,3,3,20,True
29,63,3,1,1,3,3,20,20,3,True
29,63,3,20,20,3,3,1,1,3,True
29,63,20,3,3,20,1,3,3,1,True
29,69,1,6,6,1,11,3,3,11,True
29,69,3,11,11,3,6,1,1,6,True
29,69,6,1,1,6,3,11,11,3,True
29,69,11,3,3,11,1,6,6,1,True
29,71,1,3,3,1,23,2,2,23,True
29,71,1,4,4,1,17,3,3,17,True
29,71,2,23,23,2,3,1,1,3,True
29,71,3,1,1,3,2,23,23,2,True
29,71,3,17,17,3,4,1,1,4,True
29,71,4,1,1,4,3,17,17,3,True
29,71,17,3,3,17,1,4,4,1,True
29,71,23,2,2,23,1,3,3,1,True
29,73,1,5,5,1,14,3,3,14,True
29,73,3,14,14,3,5,1,1,5,True
29,73,5,1,1,5,3,14,14,3,True
29,73,14,3,3,14,1,5,5,1,True
29,79,1,3,3,1,26,1,1,26,True
29,79,1,11,11,1,7,2,2,7,True
29,79,1,26,26,1,3,1,1,3,True
29,79,2,7,7,2,11,1,1,11,True
29,79,3,1,1,3,1,26,26,1,True
29,79,7,2,2,7,1,11,11,1,True
29,79,11,1,1,11,2,7,7,2,True
29,79,26,1,1,26,1,3,3,1,True
29,86,1,4,4,1,21,2,2,21,True
29,86,2,21,21,2,4,1,1,4,True
29,86,4,1,1,4,2,21,21,2,True
29,86,21,2,2,21,1,4,4,1,True
29,92,1,10,10,1,9,2,2,9,True
29,92,2,9,9,2,10,1,1,10,True
29,92,9,2,2,9,1,10,10,1,True
29,92,10,1,1,10,2,9,9,2,True
29,97,1,5,5,1,19,2,2,19,True
29,97,2,19,19,2,5,1,1,5,True
29,97,5,1,1,5,2,19,19,2,True
29,97,19,2,2,19,1,5,5,1,True
29,101,1,4,4,1,25,1,1,25,True
29,101,1,9,9,1,11,2,2,11,True
29,101,1,25,25,1,4,1,1,4,True
29,101,2,11,11,2,9,1,1,9,True
29,101,4,1,1,4,1,25,25,1,True
29,101,9,1,1,9,2,11,11,2,True
29,101,11,2,2,11,1,9,9,1,True
29,101,25,1,1,25,1,4,4,1,True
29,104,1,6,6,1,17,2,2,17,True
29,104,2,17,17,2,6,1,1,6,True
29,104,6,1,1,6,2,17,17,2,True
29,104,17,2,2,17,1,6,6,1,True
29,106,1,8,8,1,13,2,2,13,True
29,106,2,13,13,2,8,1,1,8,True
29,106,8,1,1,8,2,13,13,2,True
29,106,13,2,2,13,1,8,8,1,True
29,107,1,7,7,1,15,2,2,15,True
29,107,2,15,15,2,7,1,1,7,True
29,107,7,1,1,7,2,15,15,2,True
29,107,15,2,2,15,1,7,7,1,True
29,121,1,5,5,1,24,1,1,24,True
29,121,1,24,24,1,5,1,1,5,True
29,121,5,1,1,5,1,24,24,1,True
29,121,24,1,1,24,1,5,5,1,True
29,139,1,6,6,1,23,1,1,23,True
29,139,1,23,23,1,6,1,1,6,True
29,139,6,1,1,6,1,23,23,1,True
29,139,23,1,1,23,1,6,6,1,True
29,155,1,7,7,1,22,1,1,22,True
29,155,1,22,22,1,7,1,1,7,True
29,155,7,1,1,7,1,22,22,1,True
29,155,22,1,1,22,1,7,7,1,True
29,169,1,8,8,1,21,1,1,21,True
29,169,1,21,21,1,8,1,1,8,True
29,169,8,1,1,8,1,21,21,1,True
29,169,21,1,1,21,1,8,8,1,True
29,181,1,9,9,1,20,1,1,20,True
29,181,1,20,20,1,9,1,1,9,True
29,181,9,1,1,9,1,20,20,1,True
29,181,20,1,1,20,1,9,9,1,True
29,191,1,10,10,1,19,1,1,19,True
29,191,1,19,19,1,10,1,1,10,True
29,191,10,1,1,10,1,19,19,1,True
29,191,19,1,1,19,1,10,10,1,True
29,199,1,11,11,1,18,1,1,18,True
29,199,1,18,18,1,11,1,1,11,True
29,199,11,1,1,11,1,18,18,1,True
29,199,18,1,1,18,1,11,11,1,True
29,205,1,12,12,1,17,1,1,17,True
29,205,1,17,17,1,12,1,1,12,True
29,205,12,1,1,12,1,17,17,1,True
29,205,17,1,1,17,1,12,12,1,True
29,209,1,13,13,1,16,1,1,16,True
29,209,1,16,16,1,13,1,1,13,True
29,209,13,1,1,13,1,16,16,1,True
29,209,16,1,1,16,1,13,13,1,True
29,211,1,14,14,1,15,1,1,15,True
29,211,1,15,15,1,14,1,1,14,True
29,211,14,1,1,14,1,15,15,1,True
29,211,15,1,1,15,1,14,14,1,True
30,217,1,12,12,1,18,1,1,18,True
30,217,1,18,18,1,12,1,1,12,True
30,217,12,1,1,12,1,18,18,1,True
30,217,18,1,1,18,1,12,12,1,True
31,32,1,2,2,1,11,10,10,11,True
31,32,2,1,1,2,10,11,11,10,True
31,32,3,4,4,3,5,4,4,5,True
31,32,4,3,3,4,4,5,5,4,True
31,32,4,5,5,4,4,3,3,4,True
31,32,5,4,4,5,3,4,4,3,True
31,32,10,11,11,10,2,1,1,2,True
31,32,11,10,10,11,1,2,2,1,True
31,34,1,4,4,1,7,6,6,7,True
31,34,2,3,3,2,8,5,5,8,True
31,34,3,2,2,3,5,8,8,5,True
31,34,4,1,1,4,6,7,7,6,True
31,34,5,8,8,5,3,2,2,3,True
31,34,6,7,7,6,4,1,1,4,True
31,34,7,6,6,7,1,4,4,1,True
31,34,8,5,5,8,2,3,3,2,True
31,35,1,2,2,1,13,9,9,13,True
31,35,1,5,5,1,6,5,5,6,True
31,35,2,1,1,2,9,13,13,9,True
31,35,5,1,1,5,5,6,6,5,True
31,35,5,6,6,5,5,1,1,5,True
31,35,6,5,5,6,1,5,5,1,True
31,35,9,13,13,9,2,1,1,2,True
31,35,13,9,9,13,1,2,2,1,True
31,37,1,3,3,1,10,7,7,10,True
31,37,3,1,1,3,7,10,10,7,True
31,37,7,10,10,7,3,1,1,3,True
31,37,10,7,7,10,1,3,3,1,True
31,38,1,2,2,1,15,8,8,15,True
31,38,2,1,1,2,8,15,15,8,True
31,38,8,15,15,8,2,1,1,2,True
31,38,15,8,8,15,1,2,2,1,True
31,39,1,9,9,1,4,3,3,4,True
31,39,2,3,3,2,11,3,3,11,True
31,39,3,2,2,3,3,11,11,3,True
31,39,3,4,4,3,9,1,1,9,True
31,39,3,11,11,3,3,2,2,3,True
31,39,4,3,3,4,1,9,9,1,True
31,39,9,1,1,9,3,4,4,3,True
31,39,11,3,3,11,2,3,3,2,True
31,41,1,2,2,1,17,7,7,17,True
31,41,2,1,1,2,7,17,17,7,True
31,41,2,7,7,2,5,3,3,5,True
31,41,3,5,5,3,7,2,2,7,True
31,41,5,3,3,5,2,7,7,2,True
31,41,7,2,2,7,3,5,5,3,True
31,41,7,17,17,7,2,1,1,2,True
31,41,17,7,7,17,1,2,2,1,True
31,44,1,2,2,1,19,6,6,19,True
31,44,1,14,14,1,3,2,2,3,True
31,44,2,1,1,2,6,19,19,6,True
31,44,2,3,3,2,14,1,1,14,True
31,44,3,2,2,3,1,14,14,1,True
31,44,6,19,19,6,2,1,1,2,True
31,44,14,1,1,14,2,3,3,2,True
31,44,19,6,6,19,1,2,2,1,True
31,45,1,3,3,1,13,6,6,13,True
31,45,3,1,1,3,6,13,13,6,True
31,45,6,13,13,6,3,1,1,3,True
31,45,13,6,6,13,1,3,3,1,True
31,46,1,6,6,1,7,4,4,7,True
31,46,2,5,5,2,8,3,3,8,True
31,46,3,8,8,3,5,2,2,5,True
31,46,4,7,7,4,6,1,1,6,True
31,46,5,2,2,5,3,8,8,3,True
31,46,6,1,1,6,4,7,7,4,True
31,46,7,4,4,7,1,6,6,1,True
31,46,8,3,3,8,2,5,5,2,True
31,47,1,2,2,1,21,5,5,21,True
31,47,2,1,1,2,5,21,21,5,True
31,47,5,21,21,5,2,1,1,2,True
31,47,21,5,5,21,1,2,2,1,True
31,49,1,4,4,1,11,5,5,11,True
31,49,4,1,1,4,5,11,11,5,True
31,49,5,11,11,5,4,1,1,4,True
31,49,11,5,5,11,1,4,4,1,True
31,50,1,2,2,1,23,4,4,23,True
31,50,2,1,1,2,4,23,23,4,True
31,50,4,23,23,4,2,1,1,2,True
31,50,23,4,4,23,1,2,2,1,True
31,53,1,2,2,1,25,3,3,25,True
31,53,1,3,3,1,16,5,5,16,True
31,53,2,1,1,2,3,25,25,3,True
31,53,3,1,1,3,5,16,16,5,True
31,53,3,25,25,3,2,1,1,2,True
31,53,5,16,16,5,3,1,1,3,True
31,53,16,5,5,16,1,3,3,1,True
31,53,25,3,3,25,1,2,2,1,True
31,56,1,2,2,1,27,2,2,27,True
31,56,2,1,1,2,2,27,27,2,True
31,56,2,27,27,2,2,1,1,2,True
31,56,27,2,2,27,1,2,2,1,True
31,59,1,2,2,1,29,1,1,29,True
31,59,1,5,5,1,11,4,4,11,True
31,59,1,8,8,1,7,3,3,7,True
31,59,1,29,29,1,2,1,1,2,True
31,59,2,1,1,2,1,29,29,1,True
31,59,3,7,7,3,8,1,1,8,True
31,59,4,11,11,4,5,1,1,5,True
31,59,5,1,1,5,4,11,11,4,True
31,59,7,3,3,7,1,8,8,1,True
31,59,8,1,1,8,3,7,7,3,True
31,59,11,4,4,11,1,5,5,1,True
31,59,29,1,1,29,1,2,2,1,True
31,61,1,3,3,1,19,4,4,19,True
31,61,3,1,1,3,4,19,19,4,True
31,61,4,19,19,4,3,1,1,3,True
31,61,19,4,4,19,1,3,3,1,True
31,64,1,4,4,1,15,4,4,15,True
31,64,4,1,1,4,4,15,15,4,True
31,64,4,15,15,4,4,1,1,4,True
31,64,15,4,4,15,1,4,4,1,True
31,67,1,13,13,1,5,2,2,5,True
31,67,2,5,5,2,13,1,1,13,True
31,67,5,2,2,5,1,13,13,1,True
31,67,13,1,1,13,2,5,5,2,True
31,69,1,3,3,1,22,3,3,22,True
31,69,3,1,1,3,3,22,22,3,True
31,69,3,22,22,3,3,1,1,3,True
31,69,22,3,3,22,1,3,3,1,True
31,73,1,7,7,1,10,3,3,10,True
31,73,3,10,10,3,7,1,1,7,True
31,73,7,1,1,7,3,10,10,3,True
31,73,10,3,3,10,1,7,7,1,True
31,77,1,3,3,1,25,2,2,25,True
31,77,2,25,25,2,3,1,1,3,True
31,77,3,1,1,3,2,25,25,2,True
31,77,25,2,2,25,1,3,3,1,True
31,79,1,4,4,1,19,3,3,19,True
31,79,3,19,19,3,4,1,1,4,True
31,79,4,1,1,4,3,19,19,3,True
31,79,19,3,3,19,1,4,4,1,True
31,81,1,6,6,1,13,3,3,13,True
31,81,3,13,13,3,6,1,1,6,True
31,81,6,1,1,6,3,13,13,3,True
31,81,13,3,3,13,1,6,6,1,True
31,83,1,5,5,1,16,3,3,16,True
31,83,3,16,16,3,5,1,1,5,True
31,83,5,1,1,5,3,16,16,3,True
31,83,16,3,3,16,1,5,5,1,True
31,85,1,3,3,1,28,1,1,28,True
31,85,1,28,28,1,3,1,1,3,True
31,85,3,1,1,3,1,28,28,1,True
31,85,28,1,1,28,1,3,3,1,True
31,86,1,12,12,1,7,2,2,7,True
31,86,2,7,7,2,12,1,1,12,True
31,86,7,2,2,7,1,12,12,1,True
31,86,12,1,1,12,2,7,7,2,True
31,94,1,4,4,1,23,2,2,23,True
31,94,2,23,23,2,4,1,1,4,True
31,94,4,1,1,4,2,23,23,2,True
31,94,23,2,2,23,1,4,4,1,True
31,101,1,11,11,1,9,2,2,9,True
31,101,2,9,9,2,11,1,1,11,True
31,101,9,2,2,9,1,11,11,1,True
31,101,11,1,1,11,2,9,9,2,True
31,107,1,5,5,1,21,2,2,21,True
31,107,2,21,21,2,5,1,1,5,True
31,107,5,1,1,5,2,21,21,2,True
31,107,21,2,2,21,1,5,5,1,True
31,109,1,4,4,1,27,1,1,27,True
31,109,1,27,27,1,4,1,1,4,True
31,109,4,1,1,4,1,27,27,1,True
31,109,27,1,1,27,1,4,4,1,True
31,112,1,10,10,1,11,2,2,11,True
31,112,2,11,11,2,10,1,1,10,True
31,112,10,1,1,10,2,11,11,2,True
31,112,11,2,2,11,1,10,10,1,True
31,116,1,6,6,1,19,2,2,19,True
31,116,2,19,19,2,6,1,1,6,True
31,116,6,1,1,6,2,19,19,2,True
31,116,19,2,2,19,1,6,6,1,True
31,119,1,9,9,1,13,2,2,13,True
31,119,2,13,13,2,9,1,1,9,True
31,119,9,1,1,9,2,13,13,2,True
31,119,13,2,2,13,1,9,9,1,True
31,121,1,7,7,1,17,2,2,17,True
31,121,2,17,17,2,7,1,1,7,True
31,121,7,1,1,7,2,17,17,2,True
31,121,17,2,2,17,1,7,7,1,True
31,122,1,8,8,1,15,2,2,15,True
31,122,2,15,15,2,8,1,1,8,True
31,122,8,1,1,8,2,15,15,2,True
31,122,15,2,2,15,1,8,8,1,True
31,131,1,5,5,1,26,1,1,26,True
31,131,1,26,26,1,5,1,1,5,True
31,131,5,1,1,5,1,26,26,1,True
31,131,26,1,1,26,1,5,5,1,True
31,151,1,6,6,1,25,1,1,25,True
31,151,1,25,25,1,6,1,1,6,True
31,151,6,1,1,6,1,25,25,1,True
31,151,25,1,1,25,1,6,6,1,True
31,169,1,7,7,1,24,1,1,24,True
31,169,1,24,24,1,7,1,1,7,True
31,169,7,1,1,7,1,24,24,1,True
31,169,24,1,1,24,1,7,7,1,True
31,185,1,8,8,1,23,1,1,23,True
31,185,1,23,23,1,8,1,1,8,True
31,185,8,1,1,8,1,23,23,1,True
31,185,23,1,1,23,1,8,8,1,True
31,199,1,9,9,1,22,1,1,22,True
31,199,1,22,22,1,9,1,1,9,True
31,199,9,1,1,9,1,22,22,1,True
31,199,22,1,1,22,1,9,9,1,True
31,211,1,10,10,1,21,1,1,21,True
31,211,1,21,21,1,10,1,1,10,True
31,211,10,1,1,10,1,21,21,1,True
31,211,21,1,1,21,1,10,10,1,True
31,221,1,11,11,1,20,1,1,20,True
31,221,1,20,20,1,11,1,1,11,True
31,221,11,1,1,11,1,20,20,1,True
31,221,20,1,1,20,1,11,11,1,True
31,229,1,12,12,1,19,1,1,19,True
31,229,1,19,19,1,12,1,1,12,True
31,229,12,1,1,12,1,19,19,1,True
31,229,19,1,1,19,1,12,12,1,True
31,235,1,13,13,1,18,1,1,18,True
31,235,1,18,18,1,13,1,1,13,True
31,235,13,1,1,13,1,18,18,1,True
31,235,18,1,1,18,1,13,13,1,True
31,239,1,14,14,1,17,1,1,17,True
31,239,1,17,17,1,14,1,1,14,True
31,239,14,1,1,14,1,17,17,1,True
31,239,17,1,1,17,1,14,14,1,True
31,241,1,15,15,1,16,1,1,16,True
31,241,1,16,16,1,15,1,1,15,True
31,241,15,1,1,15,1,16,16,1,True
31,241,16,1,1,16,1,15,15,1,True
32,33,2,3,3,2,7,6,6,7,True
32,33,3,2,2,3,6,7,7,6,True
32,33,6,7,7,6,3,2,2,3,True
32,33,7,6,6,7,2,3,3,2,True
32,37,1,2,2,1,14,9,9,14,True
32,37,2,1,1,2,9,14,14,9,True
32,37,9,14,14,9,2,1,1,2,True
32,37,14,9,9,14,1,2,2,1,True
32,43,1,2,2,1,18,7,7,18,True
32,43,2,1,1,2,7,18,18,7,True
32,43,2,3,3,2,13,2,2,13,True
32,43,2,13,13,2,3,2,2,3,True
32,43,3,2,2,3,2,13,13,2,True
32,43,7,18,18,7,2,1,1,2,True
32,43,13,2,2,13,2,3,3,2,True
32,43,18,7,7,18,1,2,2,1,True
32,49,1,2,2,1,22,5,5,22,True
32,49,2,1,1,2,5,22,22,5,True
